player_id,role_level,vip_level,account_age_days,battle_rank,online_time,1d_login_cnt,1w_login_cnt,1m_login_cnt,capability,online_get_exp_amt,recharge_amt,online_get_money_amt,device_width,device_height,os_ver,cheat,churn
29,94,6,2576,8110005,-0.015917822,0,2,8,18897,0.0159697,0.010922994,0.007580849,1920,1080,10.00704304,0,0
30,38,0,2226,8110002,1620.986019,2,9,9,4799,315.9878522,0.015085835,69880.99812,2340,1080,9.996898324,0,0
31,53,7,2168,8110000,-0.013684094,0,1,4,13275,0.00966744,-0.010000214,-0.010451843,1792,828,4.988793285,0,0
32,53,7,2168,8110000,-0.015342137,0,1,4,13275,-0.021637463,-0.002822598,-0.012361412,1792,828,5.017945053,0,0
33,73,3,2288,8110021,-0.01835345,0,0,17,10930,0.018031017,0.011846975,-0.000186336,2436,1125,0.992474914,0,0
34,88,2,2566,8110009,0.014854211,0,8,59,14630,-0.008080383,-0.003279167,0.001255761,2340,1080,9.989824682,0,0
35,69,4,2413,8110009,7451.003247,12,69,114,11927,1287.006537,0.002728868,388415.9884,2208,1080,10.99943886,0,0
36,119,4,2579,8110008,0.025230503,0,10,49,34285,0.008129549,0.012095454,0.008726747,2208,1242,4.982903064,1,0
37,119,4,2579,8110008,0.010119424,0,10,49,34285,-0.005027514,0.005277155,-0.003510851,2208,1242,5.008498014,0,0
38,73,5,2132,8110010,15640.00098,22,169,540,14094,1254.997464,0.005290329,402692.005,2208,1080,10.99744248,1,0
39,69,5,2130,8110008,18905.00131,22,162,336,13780,2063.991683,-0.00800421,394886.9868,1801,1080,9.005002294,0,0
40,43,0,2116,8110002,2099.995911,3,46,46,7126,727.0098329,-0.005244999,119750.9951,2196,1080,10.01436091,1,0
41,40,0,2264,8110000,76.99706294,1,2,14,7332,-0.003116691,0.003933981,50000.00227,2001,1125,3.003954861,0,0
42,73,5,2132,8110010,15640.01041,22,169,540,14094,1254.989345,0.008879602,402691.9915,2208,1080,10.98630554,1,0
43,95,2,2566,8110011,-0.017573515,0,17,141,18116,0.007070227,0.01360116,0.00608911,2259,1080,11.01030048,0,0
44,122,0,2565,8110011,10444.00628,10,34,37,29482,564.0136011,0.003952399,194255.9898,2280,1080,9.976874699,0,0
45,66,3,2146,8110009,10313.00613,21,167,291,9725,1351.00402,5.989032345,454409.0029,2140,1080,11.01453503,1,0
46,33,0,2116,8110002,14020.99961,19,34,34,4318,1810.98922,-0.007837977,351354.0108,2159,1080,11.00638349,0,0
47,99,5,2286,8110007,-0.009427053,0,6,100,22929,0.009960998,0.000355089,0.007997093,2436,1125,3.995069712,0,0
48,40,0,2264,8110000,77.00264053,1,2,14,7332,0.010827854,-0.010533813,50000.00694,2001,1125,3.004429869,0,0
49,33,0,2116,8110002,14020.99301,19,34,34,4318,1810.991788,-0.001487047,351354.0029,2159,1080,10.98044204,0,0
50,103,6,2572,8110021,237.014665,1,6,72,22095,139.9970813,0.003261576,8025.011408,1920,1080,10.98751699,0,0
51,88,2,2566,8110009,0.004035773,0,8,59,14630,-0.011262007,0.020706124,0.0080473,2340,1080,9.988511476,0,0
52,119,4,2579,8110008,0.021659646,0,10,49,34285,-0.004026322,-0.011806238,0.007080876,2208,1242,4.976339487,0,0
53,34,0,2140,8110000,-0.015163349,0,14,60,4426,-0.004787983,0.001977239,-0.006825871,2136,1080,11.01596529,0,1
54,124,0,2355,8110023,7464.996027,6,53,250,36550,731.9973945,-0.003370421,441092.9891,1920,1080,8.99078491,0,0
55,103,6,2572,8110021,236.9836953,1,6,72,22095,139.994624,0.007750206,8024.998505,1920,1080,11.00155325,0,0
56,122,0,2565,8110011,10444.01604,10,34,37,29482,563.9945574,-0.001306992,194256.0072,2280,1080,10.02526234,0,0
57,52,1,2125,8110017,8617.998807,7,47,65,7226,1890.988311,-0.004231649,332830.0055,2224,1668,6.001041696,0,0
58,141,6,2572,8110006,213.0062059,1,8,32,36920,395.0023404,0.00249733,75973.00326,2220,1080,10.99500964,0,0
59,88,2,2566,8110009,-0.006622591,0,8,59,14630,0.00395552,-0.009515332,0.016512841,2340,1080,10.00095866,0,0
60,58,5,2151,8110005,8866.990761,3,20,64,7517,1717.993059,0.005158381,362132.9813,2333,1080,11.00715752,0,0
61,35,0,2183,8110005,0.008658752,0,3,39,5446,0.012614788,0.005579102,0.027765399,2224,1080,10.98347605,0,0
62,79,0,2151,8110009,20119.00942,12,124,275,12475,1635.98881,-0.016341714,279710.0112,1356,720,7.990977125,0,0
63,122,0,2565,8110011,10443.98583,10,34,37,29482,563.9898038,-0.008385698,194255.9904,2280,1080,9.991384348,0,0
64,124,0,2355,8110023,7464.990978,6,53,250,36550,731.9936278,0.000721506,441092.9919,1920,1080,8.995712333,0,0
65,128,3,2377,8110022,6953.001444,14,87,406,40023,710.001649,-0.014796938,626691.993,2198,1080,10.99739117,0,1
66,107,6,2282,8110000,-0.006844815,0,4,42,28965,0.006379504,0.00563776,-0.00845881,1792,828,4.992106563,0,1
67,140,5,2463,8110014,9888.983259,11,95,422,42228,723.0145324,-0.02230828,311707.004,2050,1080,11.00179481,1,0
68,141,6,2572,8110006,212.9885146,1,8,32,36920,394.9938296,0.011682988,75973.01071,2220,1080,11.0009426,0,0
69,160,9,2560,8110013,5603.999037,8,94,408,65510,975.9905946,-0.008230743,1049482.994,1334,750,2.0096855,0,1
70,44,0,2237,8110000,339.9923118,2,2,6,6438,39.9848935,-0.015419486,20199.9999,2340,1080,11.01668732,0,0
71,48,4,2125,8110004,5018.010587,20,120,158,7413,1886.008827,-0.016605251,408737.9864,2436,1125,3.001961561,0,0
72,128,3,2377,8110022,6952.993077,14,87,406,40023,709.9949592,0.001509514,626691.9811,2198,1080,11.0021181,0,1
73,43,0,2116,8110002,2099.998403,3,46,46,7126,727.0145871,0.00039727,119750.9888,2196,1080,10.00233749,0,0
74,40,0,2410,8110000,-0.007565183,0,1,7,2115,0.007830732,-0.018705848,-0.018773312,1520,720,10.00019662,0,0
75,35,0,2183,8110005,-0.0184034,0,3,39,5446,-0.001908028,-0.007961814,-0.003319925,2224,1080,11.00571064,0,0
76,40,0,2264,8110000,77.00457214,1,2,14,7332,-0.014748111,-0.018501171,50000.00001,2001,1125,2.991721026,0,0
77,58,5,2151,8110005,8866.996645,3,20,64,7517,1718.002221,0.005410587,362133.002,2333,1080,11.0017703,0,0
78,128,3,2377,8110022,6952.994613,14,87,406,40023,709.9970439,0.001444123,626691.9972,2198,1080,10.99506513,0,1
79,53,7,2168,8110000,-0.0014427,0,1,4,13275,-0.00784914,0.01116158,0.005036267,1792,828,5.001489906,0,0
80,76,0,2157,8110020,3301.999945,4,45,297,11775,408.0045649,-0.001410368,305407.0022,1334,750,0.984692379,0,0
81,73,5,2132,8110010,15640.00171,22,169,540,14094,1255.00495,-0.005682579,402692.0086,2208,1080,10.99496411,1,0
82,69,4,2413,8110009,7451.019935,12,69,114,11927,1286.989803,-0.017642384,388416.0037,2208,1080,10.9936375,0,0
83,35,0,2183,8110005,0.002706819,0,3,39,5446,0.004078222,0.008003472,-0.009812394,2224,1080,10.98570595,0,0
84,48,4,2125,8110004,5017.993657,20,120,158,7413,1885.990475,-0.007155706,408738.008,2436,1125,3.016674958,0,0
85,69,4,2413,8110009,7451.008246,12,69,114,11927,1286.994897,-0.004583712,388416.005,2208,1080,10.99298285,0,0
86,43,0,2116,8110002,2100.002652,3,46,46,7126,726.9964687,0.001808814,119750.9692,2196,1080,9.993111069,0,0
87,160,9,2560,8110013,5604.001286,8,94,408,65510,975.9865605,-0.02325753,1049482.995,1334,750,1.997951062,0,1
88,38,0,2226,8110002,1620.995217,2,9,9,4799,315.9872798,-0.012565177,69880.99879,2340,1080,10.00688109,0,0
89,69,4,2413,8110009,7451.011979,12,69,114,11927,1286.99773,-0.006763287,388416.0007,2208,1080,11.00070332,0,0
90,119,4,2579,8110008,-0.003752574,0,10,49,34285,-0.014781568,0.002100223,0.00635097,2208,1242,5.014222129,0,0
91,102,4,2248,8110010,7111.992903,4,88,371,28528,830.0031665,0.000372395,351687.9873,1792,828,4.9987628,0,0
92,79,0,2151,8110009,20119.01655,12,124,275,12475,1635.994701,0.01090525,279709.9921,1356,720,7.993541505,0,0
93,141,6,2572,8110006,212.9838113,1,8,32,36920,394.9824761,0.00846553,75972.99474,2220,1080,11.01655113,0,0
94,66,3,2146,8110009,10313.0,21,167,291,9725,1351.004368,6.004947297,454408.995,2140,1080,10.98512233,1,0
95,40,0,2264,8110000,77.00754712,1,2,14,7332,-0.00200006,-0.007533326,50000.01119,2001,1125,2.989095801,0,0
96,79,0,2151,8110009,20119.00671,12,124,275,12475,1636.015455,1.75e-05,279710.0212,1356,720,8.010616833,0,0
97,102,4,2248,8110010,7111.993532,4,88,371,28528,830.0074235,-0.001341404,351688.0031,1792,828,5.001259315,0,0
98,74,2,2164,8110021,10622.99825,9,46,135,9119,1221.005508,-0.007331608,252119.9984,2138,1080,10.98537577,0,0
99,159,5,2576,8110022,9797.002966,9,69,302,42650,1014.998287,-0.031953191,1035096.991,2160,1080,11.00533115,0,1
100,122,0,2565,8110011,10444.00377,10,34,37,29482,564.0162308,0.006546818,194255.9974,2280,1080,9.99623622,0,0
101,34,0,2140,8110000,0.006507147,0,14,60,4426,-0.010115566,0.000799001,-0.027183078,2136,1080,10.99815882,0,0
102,160,9,2560,8110013,5604.006206,8,94,408,65510,976.000241,0.006268051,1049483.014,1334,750,1.989893388,0,1
103,38,0,2226,8110002,1620.996977,2,9,9,4799,316.0018739,-0.003475639,69881.01117,2340,1080,9.991569798,0,0
104,73,5,2132,8110010,15639.99424,22,169,540,14094,1255.010707,-0.024804832,402692.0025,2208,1080,11.00705998,1,0
105,73,5,2132,8110010,15639.98417,22,169,540,14094,1254.99782,0.005644399,402691.999,2208,1080,10.98232066,1,0
106,103,6,2572,8110021,237.0004732,1,6,72,22095,139.9927227,-0.019169564,8025.010974,1920,1080,11.02054545,0,0
107,43,0,2116,8110002,2100.00636,3,46,46,7126,726.9973291,0.008940075,119750.9942,2196,1080,9.988842973,0,0
108,122,0,2565,8110011,10443.98925,10,34,37,29482,563.9949957,-0.012523353,194255.9944,2280,1080,10.00201882,1,0
109,76,0,2157,8110020,3301.990204,4,45,297,11775,408.0052751,0.002566935,305406.9974,1334,750,1.006404764,0,0
110,107,6,2282,8110000,-0.013002677,0,4,42,28965,-0.010137762,0.015035564,0.012991921,1792,828,5.010862943,0,0
111,78,0,2576,8110003,0.000402736,0,1,4,12577,0.006608082,-0.000983602,-0.007170593,2159,1080,11.03178171,0,0
112,53,7,2168,8110000,0.004166702,0,1,4,13275,-0.01479964,0.002773443,0.012007265,1792,828,5.000409578,0,0
113,76,0,2157,8110020,3301.991662,4,45,297,11775,408.0031138,-0.008241725,305406.9873,1334,750,0.978944257,0,0
114,86,4,2575,8110023,5600.004703,9,13,43,21293,227.9830887,0.00795567,75869.99654,2436,1125,4.998603498,0,0
115,141,5,2553,8110006,15787.00217,6,63,291,34150,894.9975353,-0.016166492,614545.0036,1480,720,9.00055815,0,1
116,52,1,2125,8110017,8618.006642,7,47,65,7226,1890.997907,0.003648789,332829.9946,2224,1668,5.991536681,0,0
117,58,1,2576,8110002,-0.001527571,0,0,0,9951,0.005815754,0.001416811,-0.000441285,2016,1080,8.001779367,0,0
118,48,4,2125,8110004,5018.0108,20,120,158,7413,1885.991551,0.017989279,408737.9935,2436,1125,2.986820702,0,0
119,85,6,2315,8110009,0.002472454,0,0,3,17067,-0.000320575,-0.010131729,0.010317618,2048,1536,4.996270838,0,0
120,80,7,2576,8110003,1281.999201,1,58,77,15715,150.001804,0.001241213,49100.99136,2416,1440,8.994863821,0,0
121,76,0,2157,8110020,3301.996258,4,45,297,11775,407.998593,-0.001103526,305407.0149,1334,750,1.002123061,0,0
122,74,2,2164,8110021,10623.00753,9,46,135,9119,1220.995122,-0.002844431,252119.9915,2138,1080,10.99350994,0,0
123,69,5,2130,8110008,18904.98451,22,162,336,13780,2063.994244,-0.00030475,394886.9929,1801,1080,9.004813388,0,0
124,119,4,2579,8110008,0.00508117,0,10,49,34285,0.008746949,-0.015737063,0.001255479,2208,1242,5.012658582,0,0
125,80,7,2576,8110003,1281.999545,1,58,77,15715,149.9915115,0.026042687,49101.00819,2416,1440,8.993199797,0,0
126,86,4,2575,8110023,5600.00971,9,13,43,21293,228.0178168,0.007102709,75869.99619,2436,1125,4.988663052,0,0
127,99,5,2286,8110007,-0.009092141,0,6,100,22929,0.01251389,0.003136905,-0.017176845,2436,1125,4.003274702,0,0
128,141,6,2572,8110006,213.0192041,1,8,32,36920,395.0062207,-0.005265057,75973.01836,2220,1080,11.00793516,0,0
129,103,6,2572,8110021,237.0062088,1,6,72,22095,139.986068,0.014927077,8024.98807,1920,1080,11.01511555,0,0
130,160,0,2582,8110011,8875.988761,19,140,601,52177,834.9852667,0.000911665,1425367.0,2001,1125,5.994187943,0,1
131,48,4,2125,8110004,5018.004602,20,120,158,7413,1886.005474,-0.000471946,408737.9901,2436,1125,3.017566292,0,0
132,48,0,2267,8110016,548.9907549,2,4,11,7363,210.0020885,0.012093712,23400.0068,1571,810,11.02842416,0,0
133,99,5,2286,8110007,-0.009427053,0,6,100,22929,0.009960998,0.000355089,0.007997093,2436,1125,3.995069712,0,0
134,107,6,2282,8110000,-0.006844815,0,4,42,28965,0.006379504,0.00563776,-0.00845881,1792,828,4.992106563,0,0
135,102,4,2248,8110010,7112.004227,4,88,371,28528,829.99257,0.008698848,351688.0081,1792,828,5.002293036,0,0
136,38,0,2226,8110002,1621.005312,2,9,9,4799,316.0140481,0.007674395,69881.0133,2340,1080,9.989852488,0,0
137,109,5,2558,8110000,0.006602472,0,0,1,25170,-0.021035214,-0.003840991,-0.019645222,2141,1080,11.00802098,0,0
138,85,6,2315,8110009,0.008093217,0,0,3,17067,-0.007706913,-0.004771078,0.008998962,2048,1536,4.995851949,0,0
139,86,4,2575,8110023,5600.00542,9,13,43,21293,228.0026796,0.004336043,75870.00291,2436,1125,4.990332909,0,0
140,77,0,2179,8110008,-0.005291308,0,17,212,13441,0.01359624,0.005308613,-0.002241433,2001,1125,-0.008575556,0,0
141,95,2,2566,8110011,0.004664279,0,17,141,18116,0.010488147,-0.00844446,0.004423313,2259,1080,10.99270673,0,0
142,85,6,2315,8110009,0.002890411,0,0,3,17067,0.000963227,-0.005315879,0.007491609,2048,1536,5.022378318,0,0
143,77,0,2179,8110008,0.020852962,0,17,212,13441,0.00735991,-0.008346541,-0.006104174,2001,1125,0.000283766,0,0
144,160,9,2560,8110013,5603.995589,8,94,408,65510,976.0029239,-0.01159437,1049482.988,1334,750,1.995052327,0,1
145,68,0,2174,8110009,3266.001896,10,56,195,8780,1259.990913,-0.013974258,184448.9905,2208,1242,6.998625267,0,0
146,34,0,2140,8110000,-0.004926525,0,14,60,4426,0.014502742,0.011918264,0.011648258,2136,1080,10.99652518,0,0
147,88,2,2566,8110009,0.0007437,0,8,59,14630,0.011898963,-0.001179846,0.001328589,2340,1080,10.0149027,0,0
148,140,5,2463,8110014,9888.989224,11,95,422,42228,722.9879813,0.0069928,311706.9994,2050,1080,10.99826391,1,0
149,38,0,2226,8110002,1621.006376,2,9,9,4799,316.0086305,-0.014798894,69881.00206,2340,1080,10.00549521,0,0
150,52,1,2125,8110017,8617.997362,7,47,65,7226,1890.969374,0.012507743,332830.0106,2224,1668,6.000650461,0,0
151,107,6,2282,8110000,0.000795699,0,4,42,28965,-0.007361914,0.023704976,-0.012225648,1792,828,5.00734702,0,0
152,76,0,2157,8110020,3302.002228,4,45,297,11775,408.0165263,0.005095353,305407.022,1334,750,1.002922603,0,0
153,38,0,2226,8110002,1620.995217,2,9,9,4799,315.9872798,-0.012565177,69880.99879,2340,1080,10.00688109,0,0
154,160,9,2560,8110013,5603.977487,8,94,408,65510,975.9986137,0.01581049,1049483.001,1334,750,2.00631179,0,1
155,52,1,2125,8110017,8617.990295,7,47,65,7226,1890.981665,-0.006140478,332829.9946,2224,1668,5.992618994,0,0
156,74,2,2164,8110021,10623.00647,9,46,135,9119,1221.011151,0.01378868,252120.0038,2138,1080,11.00827714,0,0
157,86,4,2575,8110023,5599.992962,9,13,43,21293,227.9847176,0.00683506,75870.01001,2436,1125,5.020280609,0,0
158,124,0,2355,8110023,7465.00455,6,53,250,36550,731.9976146,-0.007902657,441092.998,1920,1080,9.009455387,0,0
159,66,3,2146,8110009,10313.00182,21,167,291,9725,1351.005224,6.010119637,454409.0078,2140,1080,10.99771455,1,0
160,69,4,2413,8110009,7451.012795,12,69,114,11927,1286.992652,-0.001630311,388415.9969,2208,1080,11.02057925,0,0
161,43,0,2116,8110002,2100.008654,3,46,46,7126,727.0043074,-0.000827904,119751.0161,2196,1080,9.996577474,0,0
162,34,0,2140,8110000,-0.021538952,0,14,60,4426,-0.009537844,-0.007312878,-0.004548432,2136,1080,11.01840921,0,0
163,79,0,2151,8110009,20119.00535,12,124,275,12475,1636.002773,-0.014755844,279709.9977,1356,720,8.006832538,0,0
164,34,0,2140,8110000,-0.015163349,0,14,60,4426,-0.004787983,0.001977239,-0.006825871,2136,1080,11.01596529,0,0
165,43,0,2116,8110002,2100.005995,3,46,46,7126,727.0000437,-0.004473624,119751.0075,2196,1080,10.00620958,0,0
166,58,5,2151,8110005,8867.000976,3,20,64,7517,1717.996544,0.000546041,362133.0004,2333,1080,10.99687921,0,0
167,74,2,2164,8110021,10623.02236,9,46,135,9119,1220.997734,-0.005059111,252119.9914,2138,1080,10.99874656,0,0
168,76,0,2157,8110020,3302.00049,4,45,297,11775,407.9834143,0.005329915,305406.9849,1334,750,0.994089108,0,0
169,38,0,2226,8110002,1620.993947,2,9,9,4799,315.9774573,0.00113855,69881.00415,2340,1080,9.978913497,0,0
170,74,2,2164,8110021,10623.00238,9,46,135,9119,1221.004524,0.021991143,252119.9987,2138,1080,10.99336405,0,0
171,38,0,2226,8110002,1620.994805,2,9,9,4799,315.9957178,0.002010579,69880.99746,2340,1080,10.01095686,0,0
172,122,0,2565,8110011,10444.00267,10,34,37,29482,564.0106409,-0.000712424,194255.9865,2280,1080,10.00713988,0,0
173,99,5,2286,8110007,0.000916619,0,6,100,22929,0.003579907,0.006232229,0.014144535,2436,1125,3.962563572,0,0
174,58,5,2151,8110005,8867.015104,3,20,64,7517,1718.000507,0.013182188,362133.0156,2333,1080,10.99420856,0,0
175,80,7,2576,8110003,1282.003162,1,58,77,15715,149.999981,-0.004554566,49100.99704,2416,1440,9.008940954,0,0
176,96,0,2308,8110009,2552.000789,1,8,36,18764,629.9958854,-0.007326382,217104.0069,2159,1080,10.98652787,0,0
177,102,4,2248,8110010,7112.018751,4,88,371,28528,830.0000362,-0.003214268,351688.0108,1792,828,5.015805385,0,0
178,40,0,2264,8110000,77.0096157,1,2,14,7332,-0.015114424,-0.011455463,50000.00924,2001,1125,3.00626825,0,0
179,58,5,2151,8110005,8866.983785,3,20,64,7517,1717.996331,0.003326743,362133.002,2333,1080,11.00239934,0,0
180,40,0,2264,8110000,77.00489256,1,2,14,7332,-0.003705215,0.001268312,49999.99556,2001,1125,2.995186202,0,0
181,94,6,2576,8110005,0.006565163,0,2,8,18897,-0.011903058,-2.54e-05,0.005891261,1920,1080,9.998576819,0,0
182,141,5,2553,8110006,15787.00776,6,63,291,34150,894.9921708,0.007268035,614544.9966,1480,720,9.003892767,0,1
183,43,0,2116,8110002,2099.985893,3,46,46,7126,726.9947012,0.003492412,119750.9919,2196,1080,10.01265388,0,0
184,94,6,2576,8110005,-0.010728561,0,2,8,18897,0.010681897,-0.004502383,-0.003302159,1920,1080,10.00609847,0,0
185,48,4,2125,8110004,5018.000256,20,120,158,7413,1885.994953,0.001494964,408738.0051,2436,1125,3.014208016,0,0
186,68,0,2174,8110009,3266.006327,10,56,195,8780,1259.98246,-0.005436268,184448.9929,2208,1242,7.01061125,0,0
187,66,3,2146,8110009,10312.99295,21,167,291,9725,1350.983166,5.996009778,454408.9976,2140,1080,10.98297315,1,0
188,44,0,2237,8110000,340.0256179,2,2,6,6438,39.99475409,0.01008597,20199.99885,2340,1080,10.98232489,0,0
189,95,2,2566,8110011,0.009270789,0,17,141,18116,0.005305919,-0.00585145,0.00517274,2259,1080,10.98402479,0,0
190,88,2,2566,8110009,8.48e-05,0,8,59,14630,-0.000787012,0.003778799,-0.000196949,2340,1080,10.00327472,0,0
191,40,0,2264,8110000,77.00490937,1,2,14,7332,-0.003470945,-0.004607207,50000.01053,2001,1125,2.9991537,0,0
192,128,3,2377,8110022,6952.999495,14,87,406,40023,709.9964153,-0.003271912,626692.0084,2198,1080,11.00819758,0,1
193,109,5,2558,8110000,-0.004028323,0,0,1,25170,0.005719099,-0.00267752,-0.017940526,2141,1080,11.01551442,0,0
194,141,6,2572,8110006,213.0001001,1,8,32,36920,394.987869,-0.000989657,75972.9916,2220,1080,10.99468804,0,0
195,107,6,2282,8110000,-0.010427042,0,4,42,28965,-0.011925043,0.004334656,-0.007413816,1792,828,4.989693408,0,0
196,69,4,2413,8110009,7450.99758,12,69,114,11927,1286.990239,0.009265619,388416.0265,2208,1080,10.99445268,0,0
197,33,0,2116,8110002,14020.98655,19,34,34,4318,1810.98822,-0.00121607,351353.9827,2159,1080,11.00087205,0,0
198,76,0,2157,8110020,3301.987845,4,45,297,11775,408.0007474,0.031755888,305406.9881,1334,750,0.983830782,0,0
199,102,4,2248,8110010,7112.011038,4,88,371,28528,830.0051567,-0.011275194,351687.9992,1792,828,5.009097458,0,0
200,40,0,2264,8110000,77.00236569,1,2,14,7332,-0.006075128,-0.015926029,49999.98262,2001,1125,2.995082213,0,0
201,86,4,2575,8110023,5600.007686,9,13,43,21293,228.0000432,0.003029763,75870.00069,2436,1125,4.983376768,0,0
202,77,0,2179,8110008,-0.008612788,0,17,212,13441,-0.006827393,-0.004333863,0.011594576,2001,1125,-0.007141746,0,0
203,33,0,2116,8110002,14021.01191,19,34,34,4318,1810.991771,-0.012423616,351354.0025,2159,1080,10.9902632,0,0
204,53,7,2168,8110000,-0.007400161,0,1,4,13275,0.002986891,-0.017347918,0.013623251,1792,828,5.005374359,0,0
205,66,3,2146,8110009,10313.01785,21,167,291,9725,1350.992577,5.992848329,454408.9976,2140,1080,10.99788682,1,0
206,76,0,2157,8110020,3302.009258,4,45,297,11775,408.0008704,-0.003994613,305406.9853,1334,750,0.992873015,0,0
207,74,2,2164,8110021,10623.00701,9,46,135,9119,1221.005393,0.001943355,252119.998,2138,1080,11.01112087,0,0
208,48,4,2125,8110004,5018.019323,20,120,158,7413,1885.995024,-0.002457883,408738.0024,2436,1125,2.99462116,0,0
209,140,5,2463,8110014,9888.98056,11,95,422,42228,722.9985902,-0.006134889,311706.9918,2050,1080,10.98869053,1,0
210,40,0,2569,8110000,15023.99411,11,27,27,5088,1821.999198,-0.009935241,489749.986,1024,768,8.00712751,1,0
211,66,3,2146,8110009,10312.97749,21,167,291,9725,1350.993583,5.996492537,454409.0094,2140,1080,10.99128314,1,0
212,76,0,2157,8110020,3301.977033,4,45,297,11775,408.019988,0.014660451,305406.9993,1334,750,1.012636409,0,0
213,95,2,2566,8110011,-0.005916726,0,17,141,18116,0.004904172,-0.006888481,0.009801174,2259,1080,10.99059867,0,0
214,43,0,2116,8110002,2099.998403,3,46,46,7126,727.0145871,0.00039727,119750.9888,2196,1080,10.00233749,0,0
215,141,6,2572,8110006,213.0149606,1,8,32,36920,395.0018958,0.007362299,75973.01962,2220,1080,11.00450839,0,0
216,48,0,2267,8110016,549.0121711,2,4,11,7363,209.9956479,-0.016515168,23400.00842,1571,810,11.01289856,0,0
217,80,7,2576,8110003,1282.011176,1,58,77,15715,150.0013106,-0.000838137,49101.00609,2416,1440,9.007372987,0,0
218,79,0,2151,8110009,20119.01347,12,124,275,12475,1635.986992,0.003179636,279709.9971,1356,720,7.99870081,0,0
219,160,10,2477,8110025,10140.97987,11,96,360,46929,1102.980105,-0.001745078,655769.0133,2160,1080,11.00109811,1,1
220,48,4,2125,8110004,5018.00315,20,120,158,7413,1885.997647,-0.008243713,408737.994,2436,1125,3.017570722,0,0
